"Id","MSSubClass","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X2ndFlrSF","GrLivArea","BsmtFullBath.0","BsmtFullBath.1","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.NONE","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.NONE","GarageFinish.Fin","GarageFinish.NONE","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageQual.NONE","GarageQual.TA","GarageCond.NONE","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial"
2315,60,1,0,62,8857,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,738,738,1,0,0,0,1,0,1,757,1495,1,0,2,1,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,100,3,2007,1,0,0,0,1
2316,60,1,0,63,9729,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2006,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,698,698,1,0,0,0,1,0,1,1048,1746,0,1,2,1,3,0,1,0,6,1,1,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,1,0,1,0,6,2007,1,0,0,0,1
2317,20,1,0,88,12216,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,6,5,2005,2005,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,918,1,408,1326,1,0,0,0,1,0,1,0,1326,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,120,6,2007,0,1,0,1,0
2318,60,1,0,72,8229,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,22,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,752,752,1,0,0,0,1,0,1,752,1504,1,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,100,12,2007,1,0,0,0,1
2319,60,1,0,64,7713,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,728,728,1,0,0,0,1,0,1,728,1456,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,100,7,2007,1,0,0,0,1
2320,20,1,0,64,7697,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,7,6,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1246,1246,1,0,0,0,1,0,1,0,1258,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,8,2007,1,0,0,0,1
2321,120,1,0,1775.28410953489,3621,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,2003,2003,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,72,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1084,1,322,1406,1,0,0,0,1,0,1,0,1589,0,1,2,0,2,0,1,0,7,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,143,11,2007,0,1,0,1,0
2322,20,1,0,53,3710,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,16,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1266,1266,1,0,0,0,1,0,1,0,1266,1,0,2,0,2,0,1,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,100,8,2007,1,0,0,0,1
2323,80,1,0,65,16219,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,5,2004,2005,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,779,1,56,835,1,0,0,0,1,0,1,0,1119,0,1,2,0,2,0,1,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,100,4,2007,0,1,0,1,0
2324,80,1,0,87,11084,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,192,1,192,384,1,0,0,0,1,0,1,630,1374,0,1,2,1,3,0,1,0,8,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,100,6,2007,0,1,0,0,0
2325,20,1,0,59,10936,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1510,1510,1,0,0,0,1,0,1,0,1525,1,0,2,1,3,0,1,0,6,1,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,100,4,2007,1,0,0,0,1
2326,80,1,0,4932.02687903349,11950,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,384,384,1,0,0,0,1,0,1,640,1394,1,0,2,1,3,0,1,0,7,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,100,10,2007,0,1,0,1,0
2327,60,1,0,63,7875,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,16,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,847,847,1,0,0,0,1,0,1,1101,1948,1,0,2,1,4,0,1,0,8,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,7,2007,0,1,0,1,0
2328,60,1,0,3791.24706352505,8740,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2002,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,574,1,280,854,1,0,0,0,1,0,1,1131,1995,1,0,2,1,4,0,1,0,8,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,264,7,2007,0,1,0,1,0
2329,60,1,0,58,9487,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,5,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,520,1,395,915,1,0,0,0,1,0,1,750,1690,0,1,2,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,6,2007,0,1,0,1,0
2330,60,1,0,59,9649,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1999,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,941,941,1,0,0,0,1,0,1,683,1644,1,0,2,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,460,5,2007,0,1,0,1,0
2331,60,1,0,100,12191,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1997,1998,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,515,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1181,1,598,1779,1,0,0,0,1,0,1,772,2551,0,1,2,1,4,0,1,0,8,1,2,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,76,6,2007,0,1,0,1,0
2332,60,1,0,89,10557,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,5,1998,1998,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,422,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,672,1,736,1408,1,0,0,0,1,0,1,1407,3078,0,1,2,1,4,0,1,0,9,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,108,7,2007,0,1,0,1,0
2333,60,1,0,74,11002,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1998,1999,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1048,1,341,1389,1,0,0,0,1,0,1,1171,2582,0,1,2,1,4,0,1,0,9,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,286,1,2007,0,1,0,1,0
2334,60,1,0,83,10790,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,275,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1066,1066,1,0,0,0,1,0,1,1277,2385,1,0,2,1,4,0,1,0,8,1,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0,1,0,1,120,5,2007,0,1,0,1,0
2335,60,1,0,88,11762,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1992,1993,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,309,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,335,1,770,1105,1,0,0,0,1,0,1,1097,2202,0,1,2,1,4,0,1,0,9,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,9,2007,0,1,0,1,0
2336,60,1,0,82,9044,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1996,1997,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,526,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1225,1,100,1325,1,0,0,0,1,0,1,1203,2538,1,0,2,1,4,0,1,0,8,1,1,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,198,5,2007,0,1,0,1,0
2337,20,1,0,75,9910,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,7,6,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1369,1369,1,0,0,0,1,0,1,0,1369,1,0,2,0,3,0,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,9,2007,1,0,0,0,1
2338,20,1,0,91,11830,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,164,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1220,1,322,1542,1,0,0,0,1,0,1,0,1542,0,1,2,0,3,0,1,0,6,1,1,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,1,0,1,168,7,2007,1,0,0,0,1
2339,20,1,0,76,10612,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,248,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,28,1,1496,1524,0,1,0,0,1,0,1,0,1534,1,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,168,1,2007,0,1,0,0,0
2340,20,1,0,98,12291,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,10,5,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,754,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1572,1,394,1966,1,0,0,0,1,0,1,0,1966,0,1,2,0,1,1,0,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,76,10,2007,1,0,0,0,1
2341,20,1,0,85,9965,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,7,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1528,1528,1,0,0,0,1,0,1,0,1528,1,0,3,2,3,0,1,0,6,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,9,2007,1,0,0,0,1
2342,20,1,0,74,8847,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,5,2005,2005,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,148,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,769,1,769,1538,1,0,0,0,1,0,1,0,1538,0,1,2,0,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,146,12,2007,0,1,0,1,0
2343,20,1,0,70,8251,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7,5,2005,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,143,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,778,1,716,1494,1,0,0,0,1,0,1,0,1506,0,1,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,192,4,2007,0,1,0,1,0
2344,60,1,0,70,9605,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,982,982,1,0,0,0,1,0,1,995,1977,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,240,7,2007,0,1,0,0,0
2345,60,1,0,75,8778,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,8,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1302,1302,1,0,0,0,1,0,1,528,1830,1,0,2,1,3,0,1,0,7,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,0,1,0,1,0,3,2007,0,1,0,1,0
2346,20,0,0,72,8640,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,24,1,1314,1338,1,0,0,0,1,0,1,0,1338,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,11,2007,1,0,0,0,1
2347,20,0,0,75,9000,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7,5,2006,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1335,1335,1,0,0,0,1,0,1,0,1335,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,6,2007,1,0,0,0,1
2348,60,0,0,72,8640,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,350,1,546,896,1,0,0,0,1,0,1,896,1792,1,0,2,1,3,0,1,0,8,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,184,11,2007,1,0,0,0,1
2349,60,0,0,81,10411,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,725,725,1,0,0,0,1,0,1,863,1588,1,0,3,0,3,0,1,0,8,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,7,2007,1,0,0,0,1
2350,60,0,0,112,12217,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,8,5,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,745,1,210,955,1,0,0,0,1,0,1,925,1880,0,1,2,1,3,1,0,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,168,12,2007,1,0,0,0,1
2351,20,0,0,84,10440,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,5,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1574,1574,1,0,0,0,1,0,1,0,1584,1,0,2,0,2,1,0,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,5,2007,1,0,0,0,1
2352,20,0,0,100,11824,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,8,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,298,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1685,1685,1,0,0,0,1,0,1,0,1685,1,0,2,0,2,0,1,0,5,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,112,4,2007,0,1,0,1,0
2353,60,0,0,85,10625,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,353,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1158,1158,1,0,0,0,1,0,1,1285,2443,1,0,2,1,4,0,1,0,9,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,1,0,1,0,1,193,6,2007,0,1,0,1,0
2354,20,1,0,63,7500,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,5,2006,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1100,1100,1,0,0,0,1,0,1,0,1100,1,0,1,1,3,0,0,1,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,6,2007,1,0,0,0,1
2355,20,1,0,63,7500,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1143,1143,1,0,0,0,1,0,1,0,1143,1,0,1,1,3,0,1,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,10,2007,0,1,0,1,0
2356,20,1,0,60,12450,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,2003,2004,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,126,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,729,1,365,1094,1,0,0,0,1,0,1,0,1094,0,1,1,0,3,0,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,5,2007,0,1,0,1,0
2357,20,1,0,65,7441,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,170,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1461,1461,1,0,0,0,1,0,1,0,1486,1,0,2,0,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,6,2007,0,1,0,1,0
2358,60,1,0,4887.07471266505,11613,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1993,1997,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,480,1,384,864,1,0,0,0,1,0,1,900,1820,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,144,5,2007,0,1,0,1,0
2359,160,1,0,50,8012,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,5,1980,1980,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,630,630,1,0,0,0,1,0,1,636,1266,1,0,1,1,2,0,0,1,5,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,340,7,2007,0,1,0,1,0
2360,20,1,0,64,6285,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,5,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,138,0,405,894,0,0,1,0,1,0,1,0,894,0,1,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,192,3,2007,0,1,0,1,0
2361,20,1,0,84,7476,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,7,1968,1968,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,812,1,228,1040,0,0,1,0,1,0,1,0,1040,0,1,1,1,3,0,0,1,5,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1,188,6,2007,0,1,0,1,0
2362,60,1,0,8077.79164119413,19522,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,1990,1990,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,272,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,727,1,496,1223,0,1,0,0,1,0,1,1232,2503,0,1,2,1,3,0,1,0,7,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,2,2007,0,1,0,1,0
2363,20,1,0,44,10751,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,5,1974,1974,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,787,1,250,1037,0,0,1,0,1,0,1,0,1037,0,1,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,136,8,2007,0,1,0,1,0
2364,20,1,0,43,12712,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,7,1973,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,968,1,76,1044,0,0,1,0,1,0,1,0,1055,0,1,1,0,2,0,1,0,5,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,455,1,2007,0,1,1,0,0
2365,120,0,0,45,4379,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,8,5,2004,2004,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,851,1,527,1378,1,0,0,0,1,0,1,0,1378,0,1,2,0,2,0,1,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,160,7,2007,0,1,0,1,0
2366,120,0,0,80,3523,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,8,5,2006,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,30,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,60,1,1081,1141,1,0,0,0,1,0,1,0,1151,0,1,2,0,2,0,1,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,2,2007,1,0,0,0,1
