"Id","MSSubClass","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","LotShape.IR1","LotShape.Reg","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.Inside","Neighborhood.CollgCr","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.NAmes","Neighborhood.NridgHt","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.Somerst","Condition1.Feedr","Condition1.Norm","BldgType.1Fam","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1Story","HouseStyle.2Story","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Hip","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior2nd.HdBoard","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Gd","ExterQual.TA","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","BsmtQual.Ex","BsmtQual.Gd","BsmtQual.TA","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.Unf","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Gd","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.SBrkr","X2ndFlrSF","GrLivArea","BsmtFullBath.0","BsmtFullBath.1","FullBath","HalfBath","BedroomAbvGr","KitchenQual.Ex","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Typ","Fireplaces","FireplaceQu.Gd","FireplaceQu.NONE","FireplaceQu.TA","GarageType.Attchd","GarageType.BuiltIn","GarageType.Detchd","GarageType.NONE","GarageFinish.Fin","GarageFinish.NONE","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageQual.NONE","GarageQual.TA","GarageCond.NONE","GarageCond.TA","PavedDrive.N","PavedDrive.Y","WoodDeckSF","MoSold","YrSold","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Normal","SaleCondition.Partial","SalePrice"
739,90,1,0,60,10800,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,1987,1988,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1200,1,0,1200,0,0,1,0,1,0,1,0,1200,0,0,3,0,3,0,0,1,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,120,3,2009,0,1,0,0,0,179000
740,60,1,0,65,9313,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,864,864,1,0,0,0,1,0,1,864,1728,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,187,4,2009,0,1,0,1,0,190000
741,70,0,1,60,9600,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,5,7,1910,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,264,264,1,0,0,0,1,0,1,664,1432,1,0,2,0,2,0,0,1,7,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,270,5,2007,0,1,1,0,0,132000
742,20,1,0,65,6768,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,6,8,1961,1996,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,832,1,80,912,0,1,0,0,1,0,1,0,912,0,1,1,0,3,0,1,0,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,168,5,2008,0,1,0,1,0,142000
743,20,1,0,65,8450,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2000,2001,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,108,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1349,1349,1,0,0,0,1,0,1,0,1349,1,0,2,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,120,12,2007,0,1,0,1,0,179000
744,80,1,0,70,12886,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,6,1963,1999,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,444,1,76,520,1,0,0,0,1,0,1,0,1464,1,0,2,0,3,0,0,1,6,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,302,10,2009,0,1,0,1,0,175000
745,120,1,0,41,5395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,1993,1993,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,733,1,604,1337,0,1,0,0,1,0,1,0,1337,0,1,2,0,2,0,1,0,5,1,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,96,10,2008,0,1,0,1,0,180000
746,60,1,0,4065.73543075382,8963,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,9,1976,1996,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,289,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,575,0,487,1142,1,0,0,0,1,0,1,1540,2715,1,0,3,1,4,0,1,0,11,1,2,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,7,2008,0,1,0,1,0,299800
747,60,1,0,3876.32756137275,8795,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,300,1,652,952,1,0,0,0,1,0,1,1276,2256,1,0,2,1,4,0,1,0,8,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,224,4,2009,0,1,0,1,0,236000
748,70,0,1,65,11700,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,7,1880,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1240,1240,0,0,1,1,0,0,1,1320,2640,1,0,1,1,4,0,1,0,8,1,1,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,1,1,0,181,5,2009,0,1,0,1,0,265979
749,20,1,0,59,10593,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,1996,1996,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,338,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,919,1,801,1720,1,0,0,0,1,0,1,0,1720,0,1,2,0,3,0,1,0,7,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,240,3,2010,0,1,0,1,0,260400
750,50,1,0,50,8405,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,3,1945,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,441,1529,1,0,2,0,4,0,0,1,9,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,92,4,2009,0,1,0,1,0,98000
751,50,0,1,55,8800,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,7,1910,2004,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,576,576,0,1,0,0,1,0,1,348,1140,1,0,1,0,3,0,0,1,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,6,2010,0,1,0,1,0,96500
752,60,1,0,3291.39746898018,7750,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,660,660,1,0,0,0,1,0,1,660,1320,1,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,8,2007,0,1,0,1,0,162000
753,20,1,0,79,9236,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,5,1997,1997,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1200,1,279,1479,1,0,0,0,1,0,1,0,1494,0,1,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,168,7,2006,0,1,0,1,0,217000
754,60,1,0,80,10240,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8,5,2005,2005,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,178,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1030,1030,0,1,0,0,1,0,1,1060,2098,1,0,2,1,3,1,0,0,8,1,1,1,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,192,3,2006,0,1,0,1,0,275500
755,20,1,0,61,7930,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,8,1969,2005,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,439,0,115,1026,0,1,0,0,1,0,1,0,1026,0,1,1,0,3,0,1,0,5,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1,171,7,2009,0,1,0,1,0,156000
756,160,0,0,34,3230,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,6,5,1999,1999,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,894,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,381,1,348,729,0,1,0,0,1,0,1,729,1471,1,0,2,1,3,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,3,2009,0,1,0,1,0,172500
757,60,1,0,68,10769,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,20,1,846,866,1,0,0,0,1,0,1,902,1768,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,144,4,2009,0,1,0,1,0,212000
758,60,1,0,4808.38751028481,11616,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,6,5,1978,1978,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,328,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,438,1,234,672,0,0,1,0,1,0,1,714,1386,1,0,2,1,3,0,0,1,6,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,335,4,2010,0,1,1,0,0,158900
759,160,0,0,24,2280,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,5,1999,1999,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,360,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,549,1,195,744,0,1,0,0,1,0,1,744,1501,1,0,2,1,3,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,8,2008,0,1,0,1,0,179400
760,60,1,0,65,12257,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1995,1995,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,513,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,56,0,1198,1318,1,0,0,0,1,0,1,1203,2531,1,0,2,1,4,0,1,0,9,1,1,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,222,11,2007,0,1,0,1,0,290000
761,20,1,0,70,9100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,6,6,1959,1959,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,612,1,252,864,1,0,0,0,1,0,1,0,864,1,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,10,2009,0,1,0,1,0,127500
762,30,0,1,60,6911,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5,5,1924,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,405,1,740,1145,0,0,1,0,1,0,1,0,1301,1,0,1,0,2,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2009,0,1,0,1,0,1e+05
763,60,0,0,72,8640,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,5,2009,2009,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,24,1,732,756,1,0,0,0,1,0,1,783,1547,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,169,6,2010,0,0,0,1,0,215200
764,60,1,0,82,9430,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1999,1999,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,673,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1163,1,89,1252,1,0,0,0,1,0,1,1097,2365,0,1,2,1,3,0,1,0,8,1,1,1,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,7,2009,0,1,0,1,0,337000
765,120,1,0,30,9549,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,1995,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,437,0,0,1494,1,0,0,0,1,0,1,0,1494,0,1,1,1,2,1,0,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,4,2006,0,1,0,1,0,270000
766,20,1,0,75,14587,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,9,5,2008,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,284,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1498,1498,1,0,0,0,1,0,1,0,1506,1,0,2,0,2,1,0,0,6,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,8,2008,1,0,0,0,1,264132
767,60,1,0,80,10421,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,1988,1988,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,42,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,394,1,586,980,0,0,1,0,1,0,1,734,1714,1,0,2,1,3,0,0,1,7,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,228,3,2010,0,1,0,1,0,196500
768,50,1,0,75,12508,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,7,1940,1985,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,660,1,323,983,1,0,0,0,1,0,1,767,1750,0,1,2,0,4,0,0,1,7,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,245,7,2008,0,1,0,1,0,160000
769,20,1,0,70,9100,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2004,2005,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,24,1,1836,1860,1,0,0,0,1,0,1,0,1836,1,0,2,0,3,0,1,0,8,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,120,10,2006,0,1,0,1,0,216837
770,60,1,0,47,53504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,2003,2003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,603,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1416,1,234,1650,1,0,0,0,1,0,1,1589,3279,0,1,3,1,4,1,0,0,12,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,1,0,1,503,6,2010,0,1,0,1,0,538000
771,85,1,0,3054.77973776108,7252,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,5,1982,1982,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,685,1,173,858,0,0,1,0,1,0,1,0,858,0,1,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,120,4,2009,0,1,0,1,0,134900
772,20,1,0,67,8877,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,5,1951,1951,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,836,1,0,836,0,0,1,0,1,0,0,0,1220,1,0,1,0,2,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,4,2006,0,0,0,1,0,102000
773,80,1,0,94,7819,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,5,1976,1976,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,422,0,480,1029,0,0,1,0,1,0,1,0,1117,0,1,1,0,3,0,0,1,6,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,144,3,2010,0,1,1,0,0,107000
774,20,1,0,70,10150,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,5,1958,1958,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,456,1,456,912,1,0,0,0,1,1,0,0,912,1,0,1,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,7,2007,0,0,0,1,0,114500
775,20,1,0,110,14226,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,8,5,2006,2006,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,375,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1935,1935,0,1,0,0,1,0,1,0,1973,1,0,2,0,3,0,1,0,9,1,1,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,315,7,2007,1,0,0,0,1,395000
776,120,0,1,32,4500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,5,1998,1998,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,320,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,866,1,338,1204,1,0,0,0,1,0,1,0,1204,0,1,2,0,2,0,0,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,6,2009,0,1,0,1,0,162000
777,20,1,0,86,11210,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2005,2006,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,240,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,20,1,1594,1614,1,0,0,0,1,0,1,0,1614,1,0,2,0,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,1,144,7,2006,1,0,0,0,1,221500
778,20,1,0,100,13350,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,5,1974,1974,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,762,1,102,864,0,0,1,0,1,0,1,0,894,0,1,1,0,3,0,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,241,6,2006,0,1,0,1,0,142500
779,90,0,0,60,8400,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,1977,1977,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,320,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2020,1,0,2,0,4,0,0,1,10,1,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,10,2007,0,1,0,1,0,144000
780,90,1,0,78,10530,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1977,1977,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,975,1,0,975,0,0,1,0,1,0,1,0,1004,0,1,1,0,2,0,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,5,2006,0,1,0,1,0,135000
781,20,1,0,63,7875,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,7,5,1995,1996,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,38,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1237,1237,0,1,0,0,1,0,1,0,1253,1,0,2,0,3,0,0,1,6,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,220,6,2007,0,1,0,1,0,176000
782,60,1,0,65,7153,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,5,1992,1992,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,387,1,374,761,1,0,0,0,1,0,1,793,1603,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,7,2006,0,1,0,1,0,175900
783,20,1,0,67,16285,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,2001,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1413,1413,1,0,0,0,1,0,1,0,1430,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,6,2009,0,1,0,1,0,187100
784,85,1,0,3817.36618673776,9101,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,6,1978,1978,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,104,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1097,1,0,1097,1,0,0,0,1,0,1,0,1110,0,1,1,0,1,0,1,0,4,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,303,7,2009,0,1,0,1,0,165500
785,75,0,1,35,6300,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,6,1914,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,742,742,1,0,0,0,1,0,1,742,1484,1,0,2,0,3,0,0,1,9,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,6,2008,0,1,0,1,0,128000
786,20,1,0,4096.23107468718,9790,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,1967,1967,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,251,0,491,1372,0,0,1,0,1,0,1,0,1342,1,0,2,0,3,0,0,1,7,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,9,2009,0,1,0,1,0,161500
787,50,0,1,60,10800,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,6,1915,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,686,1,0,686,0,0,1,0,1,0,1,686,1652,0,1,2,0,4,0,0,1,7,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,6,2010,0,1,0,1,0,139000
788,60,1,0,76,10142,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,656,1,300,956,1,0,0,0,1,0,1,1128,2084,0,1,2,1,4,0,1,0,8,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,1,0,1,2010,0,1,0,1,0,233000
789,20,0,1,50,6000,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,4,7,1954,2000,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,901,901,1,0,0,0,1,0,1,0,901,1,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,8,2008,0,1,0,1,0,107900
